  1.418503e-02 0 0   0.000000e+00
  2.837007e-02 0 0   0.000000e+00
  4.255510e-02 0 0   0.000000e+00
  5.674013e-02 0 0   0.000000e+00
  7.092517e-02 0 0   0.000000e+00
  8.511020e-02 0 0   0.000000e+00
  9.929523e-02 0 0   0.000000e+00
  1.134803e-01 0 0   0.000000e+00
  1.276653e-01 0 0   0.000000e+00
  1.418503e-01 0 0   0.000000e+00
  1.560354e-01 0 0   0.000000e+00
  1.702204e-01 0 0   0.000000e+00
  1.844054e-01 0 0   0.000000e+00
  1.985905e-01 0 0   0.000000e+00
  2.127755e-01 0 0   0.000000e+00
  2.269605e-01 0 0   0.000000e+00
  2.411456e-01 0 0   0.000000e+00
  2.553306e-01 0 0   0.000000e+00
  2.695156e-01 0 0   0.000000e+00
  2.837007e-01 0 0   0.000000e+00
  2.978857e-01 0 0   0.000000e+00
  3.120707e-01 0 0   0.000000e+00
  3.262558e-01 0 0   0.000000e+00
  3.404408e-01 0 0   0.000000e+00
  3.546258e-01 0 0   0.000000e+00
  3.688109e-01 0 0   0.000000e+00
  3.829959e-01 0 0   0.000000e+00
  3.971809e-01 0 0   0.000000e+00
  4.113660e-01 0 0   0.000000e+00
  4.255510e-01 0 0   0.000000e+00
  4.397360e-01 0 0   0.000000e+00
  4.539211e-01 0 0   0.000000e+00
  4.681061e-01 0 0   0.000000e+00
  4.822911e-01 0 0   0.000000e+00
  4.964762e-01 0 0   0.000000e+00
  5.106612e-01 0 0   0.000000e+00
  5.248462e-01 0 0   0.000000e+00
  5.390313e-01 0 0   0.000000e+00
  5.532163e-01 0 0   0.000000e+00
  5.674013e-01 0 0   0.000000e+00
  5.815864e-01 0 0   0.000000e+00
  5.957714e-01 0 0   0.000000e+00
  6.099564e-01 0 0   0.000000e+00
  6.241415e-01 0 0   0.000000e+00
  6.383265e-01 0 0   0.000000e+00
  6.525115e-01 0 0   0.000000e+00
  6.666966e-01 0 0   0.000000e+00
  6.808816e-01 0 0   0.000000e+00
  6.950666e-01 0 0   0.000000e+00
  7.092517e-01 0 0   0.000000e+00
  7.234367e-01 0 0   0.000000e+00
  7.376217e-01 0 0   0.000000e+00
  7.518068e-01 0 0   0.000000e+00
  7.659918e-01 0 0   0.000000e+00
  7.801768e-01 0 0   0.000000e+00
  7.943619e-01 0 0   0.000000e+00
  8.085469e-01 0 0   0.000000e+00
  8.227319e-01 0 0   0.000000e+00
  8.369170e-01 0 0   0.000000e+00
  8.511020e-01 0 0   0.000000e+00
  8.652870e-01 0 0   0.000000e+00
  8.794721e-01 0 0   0.000000e+00
  8.936571e-01 0 0   0.000000e+00
  9.078421e-01 0 0   0.000000e+00
  9.220272e-01 0 0   0.000000e+00
  9.362122e-01 0 0   0.000000e+00
  9.503972e-01 0 0   0.000000e+00
  9.645823e-01 0 0   0.000000e+00
  9.787673e-01 0 0   0.000000e+00
  9.929523e-01 0 0   0.000000e+00
  1.007137e+00 0 0   0.000000e+00
  1.021322e+00 0 0   0.000000e+00
  1.035507e+00 0 0   0.000000e+00
  1.049692e+00 0 0   0.000000e+00
  1.063878e+00 0 0   0.000000e+00
  1.078063e+00 0 0   0.000000e+00
  1.092248e+00 0 0   0.000000e+00
  1.106433e+00 0 0   0.000000e+00
  1.120618e+00 0 0   0.000000e+00
  1.134803e+00 0 0   0.000000e+00
  1.148988e+00 0 0   0.000000e+00
  1.163173e+00 0 0   0.000000e+00
  1.177358e+00 0 0   0.000000e+00
  1.191543e+00 0 0   0.000000e+00
  1.205728e+00 0 0   0.000000e+00
  1.219913e+00 0 0   0.000000e+00
  1.234098e+00 0 0   0.000000e+00
  1.248283e+00 0 0   0.000000e+00
  1.262468e+00 0 0   0.000000e+00
  1.276653e+00 0 0   0.000000e+00
  1.290838e+00 0 0   0.000000e+00
  1.305023e+00 0 0   0.000000e+00
  1.319208e+00 0 0   0.000000e+00
  1.333393e+00 0 0   0.000000e+00
  1.347578e+00 0 0   0.000000e+00
  1.361763e+00 0 0   0.000000e+00
  1.375948e+00 0 0   0.000000e+00
  1.390133e+00 0 0   0.000000e+00
  1.404318e+00 0 0   0.000000e+00
  1.418503e+00 0 0   0.000000e+00
  1.432688e+00 0 0   0.000000e+00
  1.446873e+00 0 0   0.000000e+00
  1.461058e+00 0 0   0.000000e+00
